;9;12;15;17;18;20;23;25;28;30;29;33;35;36;37;39;40;41;42;43;44;46;47;51;54;55;56;61;64;65;66;69;71;73;74;75;77;79;82;83;87;88;89;90;91;92;96;97;99;101;102;103;105;106;107;110;111;112;113;116;117;118;120;121;122;124;125;126;129;130;131;133;134;136;137;138;140;141;144;145;146;149;150;151;154;155;156;159;160;161;164;165;166;168;169;170;171;172;174;175;179;180;181;188;189;190;192;194;196;197;198;201;202;205;206;209;210;214;215;218;219;220;222;225;227;230;231;234;235;236;239;240;243;244;245;248;249;250;252;253;257;258;259;261;262;266;267;268;269;270;272;273;275;276;282;285;289;288;292;294;295;299;300;303;307;308;311;310;312;313;
CUBEDDU Sebastiano;0;0;0;0;0;0;0;0;0;1.79;1.89;0;0;3.53;0;0;12.28;0;0;0;0;0;0;0;2;0;0;0;0;2.06;0;0;0;1.22;0;0;4.44;0;0;0;0;0;0;0;0;0;0;0;0;9.52;0;0;0;2.88;0;N.D.;N.D.;38.89;0;100;100;100;0;4.44;0;0;0;28.57;4.26;1.12;1.85;0;0;100;100;100;0;0;0;0;4;0;0;0;1.27;0;2.13;1.85;0;0;0;1.54;0;0;0;0;9.09;0;0;0.75;0;0;0;0;0;3.9;0;0;0;1.16;0;0;0;0;0;0;0;0;0;4.35;0;3.33;0;0;1.56;0;0;100;100;100;0;0;3.33;2.22;0;2.78;0;0;0;0;0;45.28;0;0;0;0;0;0;0.83;0;0;0;0;0;0;0;0;0;0;0;0;0;3.13;100;0;0;0;0;0;0.81
FONTANA Ilaria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.22;0;0;7.14;0;3.7;0;0;0;0;11.11;0;75.32;0;0;0;0;3.85;0;N.D.;N.D.;0;5.26;0;5.56;0;0;0;0;2;0;85.71;0;6.74;0;0;2.04;0;0;0;1.54;72.73;0;0;8;0;0;0;0;0;0;0;3.08;0;0;0;0;0;0;0;0;4.55;0;0;7.69;10;1.37;0;0;0;0;0;5.56;0;0;100;0;0;12.5;3.23;0;0;3.7;0;0;18.33;0;3.85;0;0;0;0;0;0;0;20;0;0;0;0;0;18.18;6.67;4.55;0;3.77;0;2.63;0;1.49;0;0;0;0;0;1.64;4.76;0;2.33;0;0;0;0;0;0;0;18.75;0;0;2.33;0;0;0;1.63
COLLETTI Andrea;0;0;0;0;0;0;0;6.25;1.67;3.57;7.55;0;3.95;3.53;7.29;0;8.77;0;0;0;10.24;4.76;0;0;16;16.67;0;0;6.06;8.25;0;0;3.7;100;2.08;4.21;2.22;50;13.75;7.14;9.86;9.26;0;0;0;0;0;30.95;3.9;4.76;0;0;0;100;0;N.D.;N.D.;0;5.26;6.25;0;0;0;2.22;0;12;5.26;0;14.89;8.99;3.7;9.62;0;23.81;4;11.11;1.54;0;0;0;4;0;7.41;8.33;36.71;0;6.38;12.96;13.85;0;7.04;0;0;0;0;0;0;0;6.25;0;0;15;0;0;0;5.19;0;0;11.11;0;0;10;0;0;4.17;0;0;100;100;13.04;0;3.33;0;0;3.13;0;0;0;0;0;0;0;15;0;5.88;0;0;0;13.33;100;0;7.55;0;0;0;1.49;2.78;0;0;0;0;0;0;0;0;14.29;0;0;0;80.65;0;0;0;0;0;0;0;0;5.26;6.5
DEL GROSSO Daniele;100;0;0;0;0;0;0;0;0;0;7.55;0;2.63;1.18;1.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;2.08;16.84;0;0;0;0;0;0;0;0;0;1.79;22.22;0;5.19;2.38;18.18;100;0;1.92;0;N.D.;N.D.;44.44;0;0;0;0;0;0;100;0;0;100;100;100;0;0;0;0;0;100;0;0;0;0;0;0;0;8.33;1.27;0;0;100;55.38;0;0;0;0;1.45;0;0;0;0;0;0.75;7.69;55;1.37;0;0;3.9;0;100;0;0;0;0;0;0;0;0;0;0;1.85;100;100;0;0;0;100;100;100;0;100;0;0;0;0;2.22;0;0;0;0;0;4.55;0;100;0;0;0;0;1.85;2.44;0.83;100;0;3.28;0;0;2.33;14.29;0;100;27.78;0;0;0;100;0;0;100;0;0;100;100
GRIPPA Carmela;0;0;0;0;33.33;0;0;0;0;0;0;0;0;2.35;1.04;0;0;0;0;0;0.79;33.33;0;0;0;25;0;0;0;0;0;0;0;0;0;1.05;0;0;0;0;0;0;0;0;0;1.79;0;0;1.3;0;0;0;0;0.96;0;N.D.;N.D.;5.56;0;0;0;0;0;0;0;0;0;0;0;0;1.85;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1.41;0;0;0;0;0;0;0;3.13;18.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.08;0;0;0;0;2.17;0;1.67;0;46.15;0;3.13;0;0;100;0;0;0;1.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZENNARO Antonio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.79;0;0;0;16;8.33;0;0;3.03;10.31;0;0;12.96;18.29;6.25;20;2.22;0;6.25;0;7.04;0;1.49;0;0;5.36;0;2.38;2.6;19.05;0;0;5.56;2.88;0;N.D.;N.D.;66.67;100;0;5.56;0;100;2.22;0;20;10.53;0;0;1.12;7.41;11.54;0;7.14;0;22.22;0;0;0;0;20;0;0;0;1.27;0;0;0;15.38;8.7;0;23.08;0;11.59;0;7.14;0;0;6.25;0;0;20;72.6;0;0;48.05;0;0;0;1.16;0;55;0;0;2.08;0;0;0;0;17.39;41.67;1.67;0;42.31;0;0;0;83.33;100;0;0;20;100;0;0;0;0;4.55;6.67;0;0;0;0;7.89;0;0;2.78;14.63;4.17;0;0;1.64;92.86;0;2.33;0;0;30.77;5.56;0;6.9;100;100;100;0;2.33;0;0;0;1.63
TESTAMENTO Rosa Alba;0;0;0;0;0;42.86;0;0;1.67;1.79;0;0;0;3.53;1.04;9.09;17.54;0;0;0;1.57;0;0;7.14;8;5;0;12.77;0;2.06;0;0;12.96;0;4.17;7.37;0;100;6.25;0;1.41;0;5.97;0;0;0;0;2.38;7.79;2.38;0;0;11.11;0.96;5.56;N.D.;N.D.;16.67;10.53;6.25;11.11;0;0;2.22;0;0;10.53;0;21.28;6.74;42.59;0;42.86;23.81;4;100;3.08;9.09;0;0;6;0;11.11;0;3.8;35.71;2.13;5.56;4.62;13.04;5.63;6.15;0;28.99;100;10.71;4.55;4.55;21.88;40.6;15.38;5;26.03;0;0;9.09;0;5.88;94.44;17.44;72.73;25;0;0;14.58;3.23;0;0;3.7;17.39;0;5;0;61.54;4.69;3.13;100;0;0;100;0;0;10;2.22;0;2.78;0;100;6.67;36.36;53.85;3.77;0;0;8.33;4.48;3.7;4.88;5;0;0;13.11;2.38;0;27.91;14.29;0;3.85;11.11;80.65;100;100;100;11.11;0;16.28;0;0;0;8.94
FEDERICO Antonio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.04;100;100;0;0;0;0;0;0;0;0;0;0;0;0;3.09;0;0;3.7;4.88;0;9.47;51.11;0;0;0;1.41;0;0.75;0;0;5.36;0;0;0;0;0;0;0;2.88;100;N.D.;N.D.;0;0;6.25;5.56;0;0;0;0;0;0;0;0;1.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.54;0;0;0;0;0;0;0;0;0;0;1.37;0;0;3.9;0;0;0;1.16;0;0;0;0;4.17;0;0;0;0;0;0;0;0;0;7.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.09;0;24.53;0;0;0;0;0.93;0;0;0;0;3.28;0;0;0;0;0;0;0;0;0;0;0;0;0;2.33;0;0;0;1.63
MICILLO Salvatore;0;0;0;0;0;0;0;0;0;0;0;0;1.32;29.41;26.04;0;14.04;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;1.49;0;0;0;0;52.38;0;0;0;0;0;3.85;0;N.D.;N.D.;0;0;0;0;0;0;97.78;0;0;0;0;0;0;0;86.54;0;2.38;4;11.11;0;0;0;0;0;0;0;0;0;7.14;0;0;0;0;0;0;0;0;0;0;54.55;0;0;0;0;0;0;0;0;10.39;0;94.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.25;0;0;0;0;0;0;0;0;0;0;0;36.36;0;11.36;0;1.89;100;0;0;0;0;0;2.5;0;0;3.28;0;0;2.33;0;0;0;0;3.23;3.45;0;0;0;0;2.33;100;100;100;100
DI MAIO Luigi;100;0;100;0;0;0;0;0;0;0;0;0;9.21;10.59;3.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.7;55.22;0;0;0;0;0;0;0;0;0;5.56;11.54;0;N.D.;N.D.;0;0;0;0;0;0;97.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97.37;0;0;0;0;0;0;0;0;0;0;4.65;0;0;0;0;80.65;0;0;0;0;0;0;0;0;0;0
SPADAFORA Vincenzo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.56;14.18;0;0;0;0;52.38;0;0;0;0;0;0.96;0;N.D.;N.D.;0;0;0;0;0;0;97.78;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97.37;0;0;0;0;0;0;0;0;0;0;18.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CASO Andrea;100;0;0;0;0;0;0;0;0;0;0;0;2.63;3.53;7.29;9.09;100;0;0;0;0.79;0;0;0;0;0;0;2.13;3.03;8.25;0;11.76;1.85;0;0;4.21;2.22;0;2.5;0;1.41;1.85;0;0;0;3.57;0;0;0;0;0;21.43;0;7.69;0;N.D.;N.D.;50;10.53;6.25;0;0;0;2.22;0;0;5.26;0;4.26;1.12;100;100;100;100;100;100;1.54;9.09;0;0;0;0;3.7;0;2.53;7.14;2.13;1.85;0;17.39;2.82;1.54;100;1.45;0;0;0;0;3.13;0.75;0;5;0;0;0;3.9;0;11.76;100;1.16;0;0;0;0;0;0;0;0;1.85;0;0;0;0;0;0;0;0;0;0;0;0;0;1.67;4.44;5.88;100;0;9.09;0;0;0;22.64;0;5.26;0;5.97;16.67;100;15;0;0;16.39;9.52;0;11.63;0;0;0;5.56;0;5.17;0;68.75;0;0;9.3;0;0;5.26;4.88
SARLI Doriana;0;0;0;0;0;0;0;93.75;0;0;1.89;0;0;1.18;2.08;36.36;1.75;0;0;0;0.79;0;0;21.43;4;11.67;16.67;4.26;3.03;3.09;0;0;1.85;1.22;8.33;29.47;0;0;7.5;7.14;0;0;2.24;100;0;100;0;4.76;36.36;7.14;0;28.57;5.56;10.58;0;N.D.;N.D.;11.11;15.79;18.75;0;0;0;2.22;0;4;10.53;0;4.26;0;0;1.92;14.29;100;68;0;0;0;0;0;6;0;0;16.67;10.13;0;2.13;5.56;4.62;4.35;9.86;0;0;1.45;0;17.86;4.55;0;0;1.5;0;0;2.74;0;100;7.79;100;100;5.56;10.47;0;5;50;0;22.92;3.23;6.67;100;51.85;6.52;0;13.33;0;3.85;1.56;0;0;33.33;0;0;0;0;10;6.67;0;2.78;0;0;0;13.64;7.69;1.89;0;0;100;0;8.33;17.07;45.83;100;0;1.64;0;10.53;2.33;0;0;3.85;0;3.23;0;25;0;100;0;4.65;0;0;0;6.5
DE LORENZO Rina;0;0;0;0;0;0;0;0;1.67;0;0;0;2.63;18.82;3.13;0;3.51;0;0;0;0.79;0;0;28.57;4;5;0;2.13;9.09;28.87;10;0;0;1.22;8.33;0;0;0;0;0;0;1.85;0;0;0;5.36;0;0;12.99;0;0;0;0;0.96;0;N.D.;N.D.;0;78.95;100;100;100;100;100;100;2;5.26;14.29;10.64;1.12;0;1.92;10.2;16.67;8;22.22;1.54;0;0;0;4;0;0;0;2.53;0;0;0;4.62;0;0;9.23;0;100;0;0;0;0;3.13;1.5;7.69;10;0;0;0;9.09;0;0;94.44;1.16;0;0;0;0;0;0;0;0;0;8.7;0;13.33;0;3.85;0;0;0;0;0;100;0;0;0;0;0;0;0;0;6.67;13.64;0;3.77;0;100;0;0;0;2.44;2.5;0;0;0;2.38;0;0;100;0;0;0;3.23;3.45;0;6.25;0;100;0;0;0;0;0.81
BRUNO Raffaele;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N.D.;N.D.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.04;0;0;0;0;0;0;0;0;0;0;0;1.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.27;0;1.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.81
FICO Roberto;N.D.;0;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.
NAPPI Silvana;0;0;0;0;0;0;100;0;43.33;7.14;0;0;0;0;2.08;0;0;0;0;0;1.57;0;0;0;4;0;0;0;0;0;10;0;3.7;0;0;2.11;0;0;0;0;1.41;0;1.49;0;0;0;0;0;3.9;0;0;0;0;0;100;N.D.;N.D.;0;0;0;5.56;0;0;0;0;2;47.37;0;0;0;3.7;0;0;0;0;0;0;0;0;0;4;0;7.41;0;0;0;0;0;3.08;0;0;0;0;0;0;0;4.55;0;12.5;0.75;0;0;1.37;0;0;1.3;0;0;0;1.16;0;0;0;0;8.33;0;100;0;1.85;0;8.33;0;0;0;1.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.27;100;100;0;0;0;0;3.7;0;0;0;0;0;2.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DI SARNO Gianfranco;0;0;0;0;0;0;0;6.25;1.67;0;1.89;0;2.63;0;2.08;0;0;0;0;0;0;0;0;7.14;12;0;0;40.43;0;0;0;2.94;1.85;2.44;0;1.05;0;0;0;0;0;0;0.75;0;0;0;0;0;0;0;0;0;0;0;0;N.D.;N.D.;5.56;31.58;0;5.56;0;0;2.22;0;0;10.53;0;0;1.12;0;0;0;0;0;0;23.08;0;0;0;0;0;0;8.33;0;0;0;7.41;6.15;0;0;1.54;50;0;0;3.57;0;0;0;0;0;10;4.11;0;0;16.88;0;0;0;2.33;0;0;0;0;0;0;0;0;0;15.22;0;5;0;0;0;3.13;0;0;0;0;0;0;6.67;0;5.88;0;0;13.64;0;2.27;0;35.85;100;18.42;0;10.45;24.07;21.95;7.5;0;0;26.23;7.14;15.79;2.33;14.29;0;0;88.89;6.45;17.24;100;0;0;0;9.3;0;0;5.26;100
GALLO Luigi;0;0;0;0;0;0;0;6.25;0;7.14;41.51;0;0;0;0;0;3.51;0;0;0;0;0;0;0;6;3.33;0;4.26;0;1.03;0;82.35;9.26;0;0;5.26;8.89;0;0;0;0;0;3.73;0;0;25;0;7.14;0;0;0;0;11.11;100;0;N.D.;N.D.;0;5.26;6.25;0;0;0;0;0;18;5.26;14.29;19.15;1.12;1.85;3.85;14.29;100;72;0;0;0;0;0;2;0;7.41;0;8.86;0;4.26;1.85;3.08;0;4.23;1.54;0;1.45;0;3.57;4.55;0;3.13;16.54;0;45;5.48;0;0;2.6;0;0;0;8.14;0;0;0;0;8.33;3.23;6.67;0;50;67.39;0;6.67;0;0;0;0;0;0;0;0;0;0;1.67;2.22;0;5.56;0;0;0;20.45;0;1.89;0;2.63;20.83;28.36;3.7;0;0;0;0;0;4.76;0;2.33;0;0;0;0;9.68;0;0;6.25;22.22;0;6.98;0;0;0;0.81
